PUSH-UP STANDARDS FOR MALES AGED 14-17,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
170,< 1,1,6,12,19
180,< 1,1,6,12,18
190,< 1,1,6,11,17
200,< 1,1,6,11,17
210,< 1,< 1,6,10,16
220,< 1,< 1,5,10,15
230,< 1,< 1,5,10,14
240,< 1,< 1,5,9,14
250,< 1,< 1,4,8,14
260,< 1,< 1,4,8,13
,,,,,
TRICEPS DIP STANDARDS FOR FEMALES AGED 70-79,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,12,20
100,< 1,< 1,6,12,19
110,< 1,1,6,12,19
120,< 1,1,6,12,18
130,< 1,1,6,11,18
140,< 1,1,6,11,17
150,< 1,1,6,10,16
160,< 1,1,5,10,15
170,< 1,1,5,10,15
180,< 1,1,5,9,14
190,< 1,1,4,9,14
200,< 1,1,4,9,13
210,< 1,< 1,4,8,13
220,< 1,< 1,4,8,12
230,< 1,< 1,4,8,12
240,< 1,< 1,4,7,12
250,< 1,< 1,3,7,11
260,< 1,< 1,3,7,10
,,,,,
TRICEPS DIP STANDARDS FOR FEMALES AGED 80-89,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,4,10,16
100,< 1,< 1,4,10,15
110,< 1,< 1,4,10,15
120,< 1,< 1,4,9,15
130,< 1,< 1,4,9,14
140,< 1,< 1,4,9,14
150,< 1,< 1,4,8,13
160,< 1,< 1,4,8,12
170,< 1,< 1,4,8,12
180,< 1,< 1,4,7,11
190,< 1,< 1,4,7,11
200,< 1,< 1,4,7,11
210,< 1,< 1,4,7,10
220,< 1,< 1,3,6,10
230,< 1,< 1,3,6,9
240,< 1,< 1,3,6,9
250,< 1,< 1,3,5,9
260,< 1,< 1,3,5,8
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 14-17,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,5,10,17
100,< 1,< 1,5,10,17
110,< 1,< 1,5,10,17
120,< 1,< 1,5,10,16
130,< 1,< 1,5,10,16
140,< 1,< 1,5,10,15
150,< 1,< 1,5,9,14
160,< 1,< 1,5,9,13
170,< 1,< 1,4,9,13
180,< 1,< 1,4,8,12
190,< 1,< 1,4,8,11
200,< 1,< 1,3,8,11
210,< 1,< 1,3,7,10
220,< 1,< 1,3,7,10
230,< 1,< 1,3,6,10
240,< 1,< 1,3,6,9
250,< 1,< 1,3,6,9
260,< 1,< 1,2,5,9
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 18-23,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,12,20
100,< 1,< 1,6,12,19
110,< 1,< 1,6,12,19
120,< 1,< 1,6,12,18
130,< 1,< 1,6,11,18
140,< 1,< 1,6,11,17
150,< 1,< 1,6,10,16
160,< 1,< 1,6,10,15
170,< 1,< 1,5,10,15
180,< 1,< 1,5,9,14
190,< 1,< 1,5,9,13
200,< 1,< 1,4,9,13
210,< 1,< 1,4,8,12
220,< 1,< 1,4,8,12
230,< 1,< 1,3,7,11
240,< 1,< 1,3,7,10
250,< 1,< 1,3,7,10
260,< 1,< 1,2,6,10
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 24-39,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,12,20
100,< 1,< 1,6,12,19
110,< 1,< 1,6,12,19
120,< 1,< 1,6,12,18
130,< 1,< 1,6,11,18
140,< 1,< 1,6,11,17
150,< 1,< 1,6,10,16
160,< 1,< 1,6,10,15
170,< 1,< 1,5,10,15
180,< 1,< 1,5,9,14
190,< 1,< 1,5,9,13
200,< 1,< 1,4,9,13
210,< 1,< 1,4,8,12
220,< 1,< 1,4,8,12
230,< 1,< 1,3,7,11
240,< 1,< 1,3,7,10
250,< 1,< 1,3,7,10
260,< 1,< 1,2,6,10
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 40-49,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,11,19
100,< 1,< 1,6,11,18
110,< 1,< 1,6,11,18
120,< 1,< 1,6,11,17
130,< 1,< 1,6,10,17
140,< 1,< 1,6,10,16
150,< 1,< 1,6,10,15
160,< 1,< 1,6,10,14
170,< 1,< 1,5,10,14
180,< 1,< 1,5,9,13
190,< 1,< 1,5,9,12
200,< 1,< 1,4,9,12
210,< 1,< 1,4,8,11
220,< 1,< 1,4,8,11
230,< 1,< 1,3,7,10
240,< 1,< 1,3,7,10
250,< 1,< 1,3,7,10
260,< 1,< 1,2,6,10
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 50-59,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,5,10,17
100,< 1,< 1,5,10,16
110,< 1,< 1,5,10,16
120,< 1,< 1,5,10,15
130,< 1,< 1,5,9,15
140,< 1,< 1,5,9,14
150,< 1,< 1,5,8,13
160,< 1,< 1,5,8,12
170,< 1,< 1,4,8,12
180,< 1,< 1,4,7,12
190,< 1,< 1,4,7,11
200,< 1,< 1,3,7,11
210,< 1,< 1,3,7,10
220,< 1,< 1,3,7,10
230,< 1,< 1,2,6,9
240,< 1,< 1,2,6,8
250,< 1,< 1,2,6,8
260,< 1,< 1,2,5,8
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 60-69,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,4,8,14
100,< 1,< 1,4,8,13
110,< 1,< 1,4,8,13
120,< 1,< 1,4,8,12
130,< 1,< 1,4,8,12
140,< 1,< 1,4,8,12
150,< 1,< 1,4,7,11
160,< 1,< 1,4,7,10
170,< 1,< 1,3,7,10
180,< 1,< 1,3,6,10
190,< 1,< 1,3,6,9
200,< 1,< 1,3,6,9
210,< 1,< 1,3,6,8
220,< 1,< 1,3,6,8
230,< 1,< 1,2,5,8
240,< 1,< 1,2,5,7
250,< 1,< 1,2,5,7
260,< 1,< 1,1,4,7
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 70-79,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,3,7,11
100,< 1,< 1,3,7,10
110,< 1,< 1,3,7,10
120,< 1,< 1,3,7,10
130,< 1,< 1,3,6,10
140,< 1,< 1,3,6,9
150,< 1,< 1,3,6,9
160,< 1,< 1,3,6,8
170,< 1,< 1,3,6,8
180,< 1,< 1,3,5,8
190,< 1,< 1,3,5,7
200,< 1,< 1,2,5,7
210,< 1,< 1,2,4,7
220,< 1,< 1,2,4,7
230,< 1,< 1,2,4,6
240,< 1,< 1,2,4,6
250,< 1,< 1,2,4,6
260,< 1,< 1,1,3,6
,,,,,
CHIN-UP STANDARDS FOR FEMALES AGED 80-89,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,3,5,9
100,< 1,< 1,3,5,8
110,< 1,< 1,3,5,8
120,< 1,< 1,3,5,8
130,< 1,< 1,3,5,8
140,< 1,< 1,3,5,7
150,< 1,< 1,3,4,7
160,< 1,< 1,3,4,7
170,< 1,< 1,2,4,7
180,< 1,< 1,2,4,6
190,< 1,< 1,2,4,6
200,< 1,< 1,2,4,6
210,< 1,< 1,2,4,5
220,< 1,< 1,2,4,5
230,< 1,< 1,1,3,5
240,< 1,< 1,1,3,4
250,< 1,< 1,1,3,4
260,< 1,< 1,1,3,4
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 14-17,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,5,12,21
100,< 1,< 1,5,12,20
110,< 1,< 1,5,12,20
120,< 1,< 1,5,11,19
130,< 1,< 1,5,11,18
140,< 1,< 1,5,10,17
150,< 1,< 1,5,10,17
160,< 1,< 1,5,10,17
170,< 1,< 1,4,10,16
180,< 1,< 1,4,9,15
190,< 1,< 1,4,9,14
200,< 1,< 1,3,8,13
210,< 1,< 1,3,8,13
220,< 1,< 1,3,8,12
230,< 1,< 1,3,7,11
240,< 1,< 1,3,7,11
250,< 1,< 1,3,7,10
260,< 1,< 1,2,6,10
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 18-23,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,14,24
100,< 1,< 1,6,14,23
110,< 1,< 1,6,14,23
120,< 1,< 1,6,13,22
130,< 1,< 1,6,13,21
140,< 1,< 1,6,12,20
150,< 1,< 1,6,12,19
160,< 1,< 1,6,11,19
170,< 1,< 1,5,11,18
180,< 1,< 1,5,10,17
190,< 1,< 1,5,10,16
200,< 1,< 1,4,9,15
210,< 1,< 1,4,9,15
220,< 1,< 1,4,9,14
230,< 1,< 1,3,8,13
240,< 1,< 1,3,8,13
250,< 1,< 1,3,8,12
260,< 1,< 1,2,7,11
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 24-39,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,14,24
100,< 1,< 1,6,14,23
110,< 1,< 1,6,14,23
120,< 1,< 1,6,13,22
130,< 1,< 1,6,13,21
140,< 1,< 1,6,12,20
150,< 1,< 1,6,12,19
160,< 1,< 1,6,11,19
170,< 1,< 1,5,11,18
180,< 1,< 1,5,10,17
190,< 1,< 1,5,10,16
200,< 1,< 1,4,9,15
210,< 1,< 1,4,9,15
220,< 1,< 1,4,9,14
230,< 1,< 1,3,8,13
240,< 1,< 1,3,8,13
250,< 1,< 1,3,8,12
260,< 1,< 1,2,7,11
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 40-49,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,6,13,23
100,< 1,< 1,6,13,22
110,< 1,< 1,6,13,22
120,< 1,< 1,6,12,21
130,< 1,< 1,6,12,20
140,< 1,< 1,6,11,19
150,< 1,< 1,6,11,18
160,< 1,< 1,6,10,18
170,< 1,< 1,5,10,17
180,< 1,< 1,5,10,16
190,< 1,< 1,5,10,15
200,< 1,< 1,4,9,14
210,< 1,< 1,4,9,14
220,< 1,< 1,4,9,13
230,< 1,< 1,3,8,12
240,< 1,< 1,3,8,12
250,< 1,< 1,3,8,11
260,< 1,< 1,2,7,10
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 50-59,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,5,12,20
100,< 1,< 1,5,12,19
110,< 1,< 1,5,12,19
120,< 1,< 1,5,11,18
130,< 1,< 1,5,11,17
140,< 1,< 1,5,10,17
150,< 1,< 1,5,10,16
160,< 1,< 1,5,9,16
170,< 1,< 1,4,9,15
180,< 1,< 1,4,8,14
190,< 1,< 1,4,8,13
200,< 1,< 1,3,7,12
210,< 1,< 1,3,7,12
220,< 1,< 1,3,7,12
230,< 1,< 1,2,7,11
240,< 1,< 1,2,7,11
250,< 1,< 1,2,7,10
260,< 1,< 1,2,6,9
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 60-69,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,4,10,17
100,< 1,< 1,4,10,16
110,< 1,< 1,4,10,16
120,< 1,< 1,4,9,15
130,< 1,< 1,4,9,14
140,< 1,< 1,4,8,14
150,< 1,< 1,4,8,13
160,< 1,< 1,4,8,13
170,< 1,< 1,3,8,12
180,< 1,< 1,3,7,12
190,< 1,< 1,3,7,11
200,< 1,< 1,3,6,10
210,< 1,< 1,3,6,10
220,< 1,< 1,3,6,10
230,< 1,< 1,2,6,9
240,< 1,< 1,2,6,9
250,< 1,< 1,2,6,8
260,< 1,< 1,1,5,8
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 70-79,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,3,8,13
100,< 1,< 1,3,8,13
110,< 1,< 1,3,8,13
120,< 1,< 1,3,7,12
130,< 1,< 1,3,7,12
140,< 1,< 1,3,7,11
150,< 1,< 1,3,7,10
160,< 1,< 1,3,6,10
170,< 1,< 1,3,6,10
180,< 1,< 1,3,6,9
190,< 1,< 1,3,6,9
200,< 1,< 1,2,5,8
210,< 1,< 1,2,5,8
220,< 1,< 1,2,5,8
230,< 1,< 1,2,4,7
240,< 1,< 1,2,4,7
250,< 1,< 1,2,4,7
260,< 1,< 1,1,4,6
,,,,,
PULL-UP STANDARDS FOR FEMALES AGED 80-89,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,< 1,3,6,11
100,< 1,< 1,3,6,10
110,< 1,< 1,3,6,10
120,< 1,< 1,3,6,10
130,< 1,< 1,3,6,9
140,< 1,< 1,3,5,9
150,< 1,< 1,3,5,8
160,< 1,< 1,3,5,8
170,< 1,< 1,2,5,8
180,< 1,< 1,2,4,7
190,< 1,< 1,2,4,7
200,< 1,< 1,2,4,7
210,< 1,< 1,2,4,7
220,< 1,< 1,2,4,6
230,< 1,< 1,1,4,6
240,< 1,< 1,1,4,6
250,< 1,< 1,1,4,5
260,< 1,< 1,1,3,5
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 14-17,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,26,57,95
100,< 1,5,26,55,91
110,< 1,5,26,54,87
120,< 1,6,25,52,83
130,< 1,6,25,50,80
140,< 1,7,25,49,76
150,< 1,7,24,47,74
160,< 1,7,23,46,71
170,< 1,7,23,44,69
180,< 1,7,23,43,67
190,< 1,7,22,42,64
200,< 1,7,22,40,62
210,< 1,7,21,39,60
220,< 1,6,20,38,59
230,< 1,6,20,37,57
240,< 1,6,20,36,55
250,< 1,6,19,35,54
260,< 1,6,18,35,52
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 18-23,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,29,65,107
100,< 1,5,29,62,102
110,< 1,6,29,60,98
120,< 1,7,29,59,93
130,< 1,7,29,57,90
140,< 1,7,28,55,86
150,< 1,7,27,53,83
160,< 1,7,26,51,80
170,< 1,7,26,50,77
180,< 1,7,26,49,75
190,< 1,7,25,47,72
200,< 1,7,24,46,70
210,< 1,7,24,44,68
220,< 1,7,23,43,66
230,< 1,7,22,42,64
240,< 1,7,22,40,62
250,< 1,7,21,40,60
260,< 1,7,21,39,59
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 24-39,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,5,30,66,109
100,< 1,5,30,64,104
110,< 1,6,30,62,100
120,< 1,7,29,60,95
130,< 1,7,29,58,92
140,< 1,8,29,56,88
150,< 1,8,28,54,85
160,< 1,8,27,53,82
170,< 1,8,26,51,79
180,< 1,8,26,50,77
190,< 1,8,26,48,74
200,< 1,8,25,47,71
210,< 1,8,24,45,69
220,< 1,7,23,44,68
230,< 1,7,23,43,65
240,< 1,7,23,41,63
250,< 1,7,22,41,62
260,< 1,7,21,40,60
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 40-49,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,29,63,103
100,< 1,5,29,61,99
110,< 1,6,29,58,95
120,< 1,6,28,57,90
130,< 1,6,28,55,87
140,< 1,7,27,53,83
150,< 1,7,26,51,81
160,< 1,7,26,50,78
170,< 1,7,25,48,75
180,< 1,7,25,47,73
190,< 1,7,24,46,70
200,< 1,7,24,44,68
210,< 1,7,23,43,66
220,< 1,6,22,42,64
230,< 1,6,21,41,62
240,< 1,6,21,39,60
250,< 1,6,21,38,58
260,< 1,6,20,38,57
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 50-59,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,25,55,90
100,< 1,4,25,53,87
110,< 1,5,25,51,83
120,< 1,6,24,50,79
130,< 1,6,24,48,76
140,< 1,6,24,47,73
150,< 1,6,23,45,70
160,< 1,6,22,44,68
170,< 1,6,22,42,65
180,< 1,6,22,41,63
190,< 1,6,21,40,61
200,< 1,6,21,39,59
210,< 1,6,20,37,57
220,< 1,6,19,37,56
230,< 1,6,19,35,54
240,< 1,6,19,34,52
250,< 1,6,18,34,51
260,< 1,6,17,33,50
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 60-69,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,3,21,46,75
100,< 1,4,21,44,72
110,< 1,4,21,42,69
120,< 1,5,20,41,66
130,< 1,5,20,40,63
140,< 1,5,20,39,61
150,< 1,5,19,37,58
160,< 1,5,19,36,56
170,< 1,5,18,35,54
180,< 1,5,18,34,53
190,< 1,5,18,33,51
200,< 1,5,17,32,49
210,< 1,5,17,31,48
220,< 1,5,16,31,47
230,< 1,5,16,29,45
240,< 1,5,16,28,43
250,< 1,5,15,28,42
260,< 1,5,14,27,41
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 70-79,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,2,17,36,60
100,< 1,3,17,35,57
110,< 1,3,17,34,55
120,< 1,4,16,33,52
130,< 1,4,16,32,50
140,< 1,4,16,31,48
150,< 1,4,15,30,47
160,< 1,4,15,29,45
170,< 1,4,14,28,43
180,< 1,4,14,27,42
190,< 1,4,14,26,40
200,< 1,4,14,26,39
210,< 1,4,13,25,38
220,< 1,4,13,24,37
230,< 1,4,12,24,36
240,< 1,4,12,23,35
250,< 1,4,12,22,34
260,< 1,4,12,22,33
,,,,,
GOBLET SQUAT @25% BW STANDARDS FOR FEMALES AGED 80-89,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,2,13,29,48
100,< 1,2,13,28,46
110,< 1,3,13,27,44
120,< 1,3,13,26,42
130,< 1,3,13,25,40
140,< 1,3,13,25,39
150,< 1,3,12,24,37
160,< 1,3,12,23,36
170,< 1,3,12,22,35
180,< 1,3,12,22,34
190,< 1,3,11,21,32
200,< 1,3,11,20,31
210,< 1,3,11,20,30
220,< 1,3,10,19,30
230,< 1,3,10,19,29
240,< 1,3,10,18,28
250,< 1,3,10,18,27
260,< 1,3,9,17,26
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 14-17,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,19,37,58
100,< 1,5,19,37,57
110,< 1,6,19,36,55
120,< 1,6,18,35,52
130,< 1,6,18,34,50
140,< 1,6,18,32,49
150,< 1,6,17,31,47
160,< 1,6,17,30,45
170,< 1,6,17,30,44
180,< 1,6,16,29,42
190,< 1,6,16,28,41
200,< 1,6,15,27,39
210,< 1,5,15,26,37
220,< 1,5,14,25,37
230,< 1,5,13,24,36
240,< 1,5,13,23,34
250,< 1,4,12,23,33
260,< 1,4,12,22,32
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 18-23,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,5,22,42,66
100,< 1,6,22,41,64
110,< 1,7,22,40,62
120,< 1,7,21,39,59
130,< 1,7,21,38,57
140,< 1,7,21,36,55
150,< 1,7,20,35,53
160,< 1,7,20,34,51
170,< 1,7,19,33,49
180,< 1,7,18,32,47
190,< 1,7,18,31,46
200,< 1,7,17,30,44
210,< 1,6,17,29,42
220,< 1,6,16,28,41
230,< 1,6,15,27,40
240,< 1,6,15,26,38
250,< 1,5,14,25,37
260,< 1,5,14,25,36
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 24-39,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,5,22,43,67
100,< 1,6,22,42,65
110,< 1,7,22,41,63
120,< 1,7,21,40,60
130,< 1,7,21,39,58
140,< 1,7,21,37,56
150,< 1,7,20,36,54
160,< 1,7,20,35,52
170,< 1,7,19,34,50
180,< 1,7,18,33,48
190,< 1,7,18,32,47
200,< 1,7,17,31,45
210,< 1,6,17,30,43
220,< 1,6,16,29,42
230,< 1,6,15,28,41
240,< 1,6,15,27,39
250,< 1,5,14,26,38
260,< 1,5,14,25,37
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 40-49,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,5,21,41,64
100,< 1,6,21,40,62
110,< 1,7,21,39,60
120,< 1,7,20,38,57
130,< 1,7,20,37,55
140,< 1,7,20,35,53
150,< 1,7,19,34,51
160,< 1,7,19,33,49
170,< 1,7,18,32,48
180,< 1,7,17,31,46
190,< 1,7,17,30,45
200,< 1,7,16,29,43
210,< 1,6,16,29,41
220,< 1,6,15,28,40
230,< 1,6,14,27,39
240,< 1,6,14,26,37
250,< 1,5,13,25,36
260,< 1,5,13,24,35
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 50-59,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,4,18,36,56
100,< 1,5,18,35,54
110,< 1,6,18,34,52
120,< 1,6,17,33,50
130,< 1,6,17,32,48
140,< 1,6,17,31,46
150,< 1,6,17,30,45
160,< 1,6,17,29,43
170,< 1,6,16,28,42
180,< 1,6,15,27,40
190,< 1,6,15,27,39
200,< 1,6,14,26,37
210,< 1,5,14,25,36
220,< 1,5,13,24,35
230,< 1,5,12,23,34
240,< 1,5,12,22,32
250,< 1,4,12,22,32
260,< 1,4,12,21,31
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 60-69,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,3,15,30,46
100,< 1,4,15,29,45
110,< 1,5,15,28,43
120,< 1,5,14,28,41
130,< 1,5,14,27,40
140,< 1,5,14,26,39
150,< 1,5,14,25,37
160,< 1,5,14,24,36
170,< 1,5,13,23,35
180,< 1,5,12,23,33
190,< 1,5,12,22,32
200,< 1,5,12,21,31
210,< 1,4,12,21,30
220,< 1,4,11,20,29
230,< 1,4,10,19,28
240,< 1,4,10,19,27
250,< 1,3,10,18,26
260,< 1,3,10,17,26
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 70-79,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,3,12,24,37
100,< 1,3,12,23,36
110,< 1,4,12,23,35
120,< 1,4,12,22,33
130,< 1,4,12,21,32
140,< 1,4,12,20,31
150,< 1,4,11,20,30
160,< 1,4,11,19,29
170,< 1,4,10,19,28
180,< 1,4,10,18,26
190,< 1,4,10,18,26
200,< 1,4,9,17,25
210,< 1,3,9,17,24
220,< 1,3,9,16,23
230,< 1,3,8,15,23
240,< 1,3,8,15,21
250,< 1,3,8,14,21
260,< 1,3,8,14,20
,,,,,
45O BACK EXTENSIONS STANDARDS FOR FEMALES AGED 80-89,,,,,
BW,NOVICE,INTERMEDIATE,PROFICIENT,ADVANCED,ELITE
90,< 1,2,10,19,29
100,< 1,3,10,18,29
110,< 1,3,10,18,28
120,< 1,3,9,18,26
130,< 1,3,9,17,26
140,< 1,3,9,16,25
150,< 1,3,9,16,24
160,< 1,3,9,15,23
170,< 1,3,8,15,22
180,< 1,3,8,15,21
190,< 1,3,8,14,21
200,< 1,3,7,14,20
210,< 1,3,7,13,19
220,< 1,3,7,13,18
230,< 1,3,7,12,18
240,< 1,3,7,12,17
250,< 1,2,6,11,17
260,< 1,2,6,11,16
